full_geoid,wiki_url
3911,https://en.wikipedia.org/wiki/Ohio%27s_11th_congressional_district
0609,https://en.wikipedia.org/wiki/California%27s_9th_congressional_district
3617,https://en.wikipedia.org/wiki/New_York%27s_17th_congressional_district
1703,https://en.wikipedia.org/wiki/Illinois%27s_3rd_congressional_district
2705,https://en.wikipedia.org/wiki/Minnesota%27s_5th_congressional_district
5108,https://en.wikipedia.org/wiki/Virginia%27s_8th_congressional_district
2614,https://en.wikipedia.org/wiki/Michigan%27s_14th_congressional_district
0612,https://en.wikipedia.org/wiki/California%27s_12th_congressional_district
5504,https://en.wikipedia.org/wiki/Wisconsin%27s_4th_congressional_district
2613,https://en.wikipedia.org/wiki/Michigan%27s_13th_congressional_district
3408,https://en.wikipedia.org/wiki/New_Jersey%27s_8th_congressional_district
0638,https://en.wikipedia.org/wiki/California%27s_38th_congressional_district
0629,https://en.wikipedia.org/wiki/California%27s_29th_congressional_district
0640,https://en.wikipedia.org/wiki/California%27s_40th_congressional_district
1701,https://en.wikipedia.org/wiki/Illinois%27s_1st_congressional_district
1217,https://en.wikipedia.org/wiki/Florida%27s_17th_congressional_district
0653,https://en.wikipedia.org/wiki/California%27s_53rd_congressional_district
3409,https://en.wikipedia.org/wiki/New_Jersey%27s_9th_congressional_district
0632,https://en.wikipedia.org/wiki/California%27s_32nd_congressional_district
3604,https://en.wikipedia.org/wiki/New_York%27s_4th_congressional_district
0628,https://en.wikipedia.org/wiki/California%27s_28th_congressional_district
1709,https://en.wikipedia.org/wiki/Illinois%27s_9th_congressional_district
0636,https://en.wikipedia.org/wiki/California%27s_36th_congressional_district
0637,https://en.wikipedia.org/wiki/California%27s_37th_congressional_district
3605,https://en.wikipedia.org/wiki/New_York%27s_5th_congressional_district
3410,https://en.wikipedia.org/wiki/New_Jersey%27s_10th_congressional_district
0639,https://en.wikipedia.org/wiki/California%27s_39th_congressional_district
3613,https://en.wikipedia.org/wiki/New_York%27s_13th_congressional_district
1198,https://en.wikipedia.org/wiki/District_of_Columbia%27s_At-large_congressional_district
4201,https://en.wikipedia.org/wiki/Pennsylvania%27s_1st_congressional_district
4202,https://en.wikipedia.org/wiki/Pennsylvania%27s_2nd_congressional_district
0634,https://en.wikipedia.org/wiki/California%27s_34th_congressional_district
1705,https://en.wikipedia.org/wiki/Illinois%27s_5th_congressional_district
3413,https://en.wikipedia.org/wiki/New_Jersey%27s_13th_congressional_district
1707,https://en.wikipedia.org/wiki/Illinois%27s_7th_congressional_district
0635,https://en.wikipedia.org/wiki/California%27s_35th_congressional_district
0647,https://en.wikipedia.org/wiki/California%27s_47th_congressional_district
0633,https://en.wikipedia.org/wiki/California%27s_33rd_congressional_district
2508,https://en.wikipedia.org/wiki/Massachusetts%27s_8th_congressional_district
3606,https://en.wikipedia.org/wiki/New_York%27s_6th_congressional_district
0631,https://en.wikipedia.org/wiki/California%27s_31st_congressional_district
1704,https://en.wikipedia.org/wiki/Illinois%27s_4th_congressional_district
3609,https://en.wikipedia.org/wiki/New_York%27s_9th_congressional_district
0608,https://en.wikipedia.org/wiki/California%27s_8th_congressional_district
3607,https://en.wikipedia.org/wiki/New_York%27s_7th_congressional_district
3612,https://en.wikipedia.org/wiki/New_York%27s_12th_congressional_district
3610,https://en.wikipedia.org/wiki/New_York%27s_10th_congressional_district
3608,https://en.wikipedia.org/wiki/New_York%27s_8th_congressional_district
3614,https://en.wikipedia.org/wiki/New_York%27s_14th_congressional_district
3611,https://en.wikipedia.org/wiki/New_York%27s_11th_congressional_district
3616,https://en.wikipedia.org/wiki/New_York%27s_16th_congressional_district
3615,https://en.wikipedia.org/wiki/New_York%27s_15th_congressional_district
