geoid,name,link,csa
31000US31340,"Lynchburg, VA","http://en.wikipedia.org/wiki/Lynchburg,_VA_Metropolitan_Statistical_Area",
31000US30900,"Logansport, IN","http://en.wikipedia.org/wiki/Logansport,_IN_Micropolitan_Statistical_Area",
31000US45220,"Tallahassee, FL","http://en.wikipedia.org/wiki/Tallahassee,_FL_Metropolitan_Statistical_Area",533
31000US35700,"Nogales, AZ","http://en.wikipedia.org/wiki/Nogales,_AZ_Micropolitan_Statistical_Area",536
31000US12060,"Atlanta-Sandy Springs-Roswell, GA","http://en.wikipedia.org/wiki/Atlanta-Sandy_Springs-Roswell,_GA_Metropolitan_Statistical_Area",122
31000US36780,"Oshkosh-Neenah, WI","http://en.wikipedia.org/wiki/Oshkosh-Neenah,_WI_Metropolitan_Statistical_Area",118
31000US38540,"Pocatello, ID","http://en.wikipedia.org/wiki/Pocatello,_ID_Metropolitan_Statistical_Area",
31000US46900,"Vernon, TX","http://en.wikipedia.org/wiki/Vernon,_TX_Micropolitan_Statistical_Area",
31000US43740,"Somerset, PA","http://en.wikipedia.org/wiki/Somerset,_PA_Micropolitan_Statistical_Area",306
31000US32980,"Merrill, WI","http://en.wikipedia.org/wiki/Merrill,_WI_Micropolitan_Statistical_Area",554
31000US35380,"New Orleans-Metairie, LA","http://en.wikipedia.org/wiki/New_Orleans-Metairie,_LA_Metropolitan_Statistical_Area",406
31000US42980,"Seymour, IN","http://en.wikipedia.org/wiki/Seymour,_IN_Micropolitan_Statistical_Area",294
31000US26620,"Huntsville, AL","http://en.wikipedia.org/wiki/Huntsville,_AL_Metropolitan_Statistical_Area",290
31000US28620,"Kill Devil Hills, NC","http://en.wikipedia.org/wiki/Kill_Devil_Hills,_NC_Micropolitan_Statistical_Area",545
31000US12820,"Bastrop, LA","http://en.wikipedia.org/wiki/Bastrop,_LA_Micropolitan_Statistical_Area",384
31000US41500,"Salinas, CA","http://en.wikipedia.org/wiki/Salinas,_CA_Metropolitan_Statistical_Area",
31000US38460,"Plattsburgh, NY","http://en.wikipedia.org/wiki/Plattsburgh,_NY_Micropolitan_Statistical_Area",
31000US36820,"Oskaloosa, IA","http://en.wikipedia.org/wiki/Oskaloosa,_IA_Micropolitan_Statistical_Area",
31000US28180,"Kapaa, HI","http://en.wikipedia.org/wiki/Kapaa,_HI_Micropolitan_Statistical_Area",
31000US27940,"Juneau, AK","http://en.wikipedia.org/wiki/Juneau,_AK_Micropolitan_Statistical_Area",
31000US42940,"Sevierville, TN","http://en.wikipedia.org/wiki/Sevierville,_TN_Micropolitan_Statistical_Area",314
31000US10660,"Albert Lea, MN","http://en.wikipedia.org/wiki/Albert_Lea,_MN_Micropolitan_Statistical_Area",
31000US25820,"Hereford, TX","http://en.wikipedia.org/wiki/Hereford,_TX_Micropolitan_Statistical_Area",
31000US46220,"Tuscaloosa, AL","http://en.wikipedia.org/wiki/Tuscaloosa,_AL_Metropolitan_Statistical_Area",
31000US25940,"Hilton Head Island-Bluffton-Beaufort, SC","http://en.wikipedia.org/wiki/Hilton_Head_Island-Bluffton-Beaufort,_SC_Metropolitan_Statistical_Area",
31000US28740,"Kingston, NY","http://en.wikipedia.org/wiki/Kingston,_NY_Metropolitan_Statistical_Area",408
31000US38900,"Portland-Vancouver-Hillsboro, OR-WA","http://en.wikipedia.org/wiki/Portland-Vancouver-Hillsboro,_OR-WA_Metropolitan_Statistical_Area",440
31000US10740,"Albuquerque, NM","http://en.wikipedia.org/wiki/Albuquerque,_NM_Metropolitan_Statistical_Area",106
31000US48100,"Wauchula, FL","http://en.wikipedia.org/wiki/Wauchula,_FL_Micropolitan_Statistical_Area",
31000US14100,"Bloomsburg-Berwick, PA","http://en.wikipedia.org/wiki/Bloomsburg-Berwick,_PA_Metropolitan_Statistical_Area",146
31000US25700,"Hays, KS","http://en.wikipedia.org/wiki/Hays,_KS_Micropolitan_Statistical_Area",
31000US20900,"El Campo, TX","http://en.wikipedia.org/wiki/El_Campo,_TX_Micropolitan_Statistical_Area",288
31000US40060,"Richmond, VA","http://en.wikipedia.org/wiki/Richmond,_VA_Metropolitan_Statistical_Area",
31000US14660,"Brainerd, MN","http://en.wikipedia.org/wiki/Brainerd,_MN_Micropolitan_Statistical_Area",
31000US31540,"Madison, WI","http://en.wikipedia.org/wiki/Madison,_WI_Metropolitan_Statistical_Area",357
31000US44420,"Staunton-Waynesboro, VA","http://en.wikipedia.org/wiki/Staunton-Waynesboro,_VA_Metropolitan_Statistical_Area",277
31000US19460,"Decatur, AL","http://en.wikipedia.org/wiki/Decatur,_AL_Metropolitan_Statistical_Area",290
31000US13720,"Big Stone Gap, VA","http://en.wikipedia.org/wiki/Big_Stone_Gap,_VA_Micropolitan_Statistical_Area",
31000US29200,"Lafayette-West Lafayette, IN","http://en.wikipedia.org/wiki/Lafayette-West_Lafayette,_IN_Metropolitan_Statistical_Area",320
31000US43260,"Sheridan, WY","http://en.wikipedia.org/wiki/Sheridan,_WY_Micropolitan_Statistical_Area",
31000US13260,"Bedford, IN","http://en.wikipedia.org/wiki/Bedford,_IN_Micropolitan_Statistical_Area",144
31000US26860,"Indiana, PA","http://en.wikipedia.org/wiki/Indiana,_PA_Micropolitan_Statistical_Area",430
31000US11020,"Altoona, PA","http://en.wikipedia.org/wiki/Altoona,_PA_Metropolitan_Statistical_Area",
31000US19060,"Cumberland, MD-WV","http://en.wikipedia.org/wiki/Cumberland,_MD-WV_Metropolitan_Statistical_Area",
31000US24660,"Greensboro-High Point, NC","http://en.wikipedia.org/wiki/Greensboro-High_Point,_NC_Metropolitan_Statistical_Area",268
31000US19380,"Dayton, OH","http://en.wikipedia.org/wiki/Dayton,_OH_Metropolitan_Statistical_Area",212
31000US39700,"Raymondville, TX","http://en.wikipedia.org/wiki/Raymondville,_TX_Micropolitan_Statistical_Area",154
31000US49340,"Worcester, MA-CT","http://en.wikipedia.org/wiki/Worcester,_MA-CT_Metropolitan_Statistical_Area",148
31000US37420,"Pampa, TX","http://en.wikipedia.org/wiki/Pampa,_TX_Micropolitan_Statistical_Area",
31000US11900,"Athens, OH","http://en.wikipedia.org/wiki/Athens,_OH_Micropolitan_Statistical_Area",
31000US40140,"Riverside-San Bernardino-Ontario, CA","http://en.wikipedia.org/wiki/Riverside-San_Bernardino-Ontario,_CA_Metropolitan_Statistical_Area",348
31000US24460,"Great Bend, KS","http://en.wikipedia.org/wiki/Great_Bend,_KS_Micropolitan_Statistical_Area",
31000US41460,"Salina, KS","http://en.wikipedia.org/wiki/Salina,_KS_Micropolitan_Statistical_Area",
31000US37580,"Paris, TX","http://en.wikipedia.org/wiki/Paris,_TX_Micropolitan_Statistical_Area",
31000US24700,"Greensburg, IN","http://en.wikipedia.org/wiki/Greensburg,_IN_Micropolitan_Statistical_Area",294
31000US36500,"Olympia-Tumwater, WA","http://en.wikipedia.org/wiki/Olympia-Tumwater,_WA_Metropolitan_Statistical_Area",500
31000US19140,"Dalton, GA","http://en.wikipedia.org/wiki/Dalton,_GA_Metropolitan_Statistical_Area",174
31000US30380,"Lewistown, PA","http://en.wikipedia.org/wiki/Lewistown,_PA_Micropolitan_Statistical_Area",
31000US10260,"Adjuntas, PR","http://en.wikipedia.org/wiki/Adjuntas,_PR_Micropolitan_Statistical_Area",434
31000US16660,"Charleston-Mattoon, IL","http://en.wikipedia.org/wiki/Charleston-Mattoon,_IL_Micropolitan_Statistical_Area",
31000US33260,"Midland, TX","http://en.wikipedia.org/wiki/Midland,_Texas_metropolitan_area",372
31000US15740,"Cambridge, OH","http://en.wikipedia.org/wiki/Cambridge,_OH_Micropolitan_Statistical_Area",198
31000US18980,"Cullman, AL","http://en.wikipedia.org/wiki/Cullman,_AL_Micropolitan_Statistical_Area",142
31000US43180,"Shelbyville, TN","http://en.wikipedia.org/wiki/Shelbyville,_TN_Micropolitan_Statistical_Area",400
31000US33540,"Missoula, MT","http://en.wikipedia.org/wiki/Missoula,_MT_Metropolitan_Statistical_Area",
31000US18660,"Cortland, NY","http://en.wikipedia.org/wiki/Cortland,_NY_Micropolitan_Statistical_Area",296
31000US25720,"Heber, UT","http://en.wikipedia.org/wiki/Heber,_UT_Micropolitan_Statistical_Area",482
31000US37900,"Peoria, IL","http://en.wikipedia.org/wiki/Peoria,_IL_Metropolitan_Statistical_Area",426
31000US12900,"Batesville, AR","http://en.wikipedia.org/wiki/Batesville,_AR_Micropolitan_Statistical_Area",
31000US20420,"Durango, CO","http://en.wikipedia.org/wiki/Durango,_CO_Micropolitan_Statistical_Area",
31000US31860,"Mankato-North Mankato, MN","http://en.wikipedia.org/wiki/Mankato-North_Mankato,_MN_Metropolitan_Statistical_Area",359
31000US17900,"Columbia, SC","http://en.wikipedia.org/wiki/Columbia,_SC_Metropolitan_Statistical_Area",192
31000US35440,"Newport, OR","http://en.wikipedia.org/wiki/Newport,_OR_Micropolitan_Statistical_Area",
31000US17060,"Chillicothe, OH","http://en.wikipedia.org/wiki/Chillicothe,_OH_Micropolitan_Statistical_Area",198
31000US16540,"Chambersburg-Waynesboro, PA","http://en.wikipedia.org/wiki/Chambersburg-Waynesboro,_PA_Metropolitan_Statistical_Area",548
31000US44180,"Springfield, MO","http://en.wikipedia.org/wiki/Springfield,_MO_Metropolitan_Statistical_Area",520
31000US32620,"McComb, MS","http://en.wikipedia.org/wiki/McComb,_MS_Micropolitan_Statistical_Area",
31000US43460,"Sikeston, MO","http://en.wikipedia.org/wiki/Sikeston,_MO_Micropolitan_Statistical_Area",164
31000US21500,"Erie, PA","http://en.wikipedia.org/wiki/Erie,_PA_Metropolitan_Statistical_Area",240
31000US43100,"Sheboygan, WI","http://en.wikipedia.org/wiki/Sheboygan,_WI_Metropolitan_Statistical_Area",
31000US46780,"Van Wert, OH","http://en.wikipedia.org/wiki/Van_Wert,_OH_Micropolitan_Statistical_Area",338
31000US34900,"Napa, CA","http://en.wikipedia.org/wiki/Napa,_CA_Metropolitan_Statistical_Area",488
31000US31900,"Mansfield, OH","http://en.wikipedia.org/wiki/Mansfield,_OH_Metropolitan_Statistical_Area",360
31000US27380,"Jacksonville, TX","http://en.wikipedia.org/wiki/Jacksonville,_TX_Micropolitan_Statistical_Area",540
31000US44500,"Stephenville, TX","http://en.wikipedia.org/wiki/Stephenville,_TX_Micropolitan_Statistical_Area",
31000US15820,"Campbellsville, KY","http://en.wikipedia.org/wiki/Campbellsville,_KY_Micropolitan_Statistical_Area",
31000US13020,"Bay City, MI","http://en.wikipedia.org/wiki/Bay_City,_MI_Metropolitan_Statistical_Area",474
31000US19700,"Deming, NM","http://en.wikipedia.org/wiki/Deming,_NM_Micropolitan_Statistical_Area",
31000US27260,"Jacksonville, FL","http://en.wikipedia.org/wiki/Jacksonville,_FL_Metropolitan_Statistical_Area",300
31000US13620,"Berlin, NH-VT","http://en.wikipedia.org/wiki/Berlin,_NH-VT_Micropolitan_Statistical_Area",
31000US48580,"Whitewater-Elkhorn, WI","http://en.wikipedia.org/wiki/Whitewater-Elkhorn,_WI_Micropolitan_Statistical_Area",376
31000US19660,"Deltona-Daytona Beach-Ormond Beach, FL","http://en.wikipedia.org/wiki/Deltona-Daytona_Beach-Ormond_Beach,_FL_Metropolitan_Statistical_Area",422
31000US17620,"Coamo, PR","http://en.wikipedia.org/wiki/Coamo,_PR_Micropolitan_Statistical_Area",434
31000US44980,"Sunbury, PA","http://en.wikipedia.org/wiki/Sunbury,_PA_Micropolitan_Statistical_Area",146
31000US30660,"Lincoln, IL","http://en.wikipedia.org/wiki/Lincoln,_IL_Micropolitan_Statistical_Area",522
31000US17540,"Clinton, IA","http://en.wikipedia.org/wiki/Clinton,_IA_Micropolitan_Statistical_Area",209
31000US30700,"Lincoln, NE","http://en.wikipedia.org/wiki/Lincoln,_Nebraska_metropolitan_area",339
31000US18180,"Concord, NH","http://en.wikipedia.org/wiki/Concord,_NH_Micropolitan_Statistical_Area",148
31000US35840,"North Port-Sarasota-Bradenton, FL","http://en.wikipedia.org/wiki/North_Port-Sarasota-Bradenton,_FL_Metropolitan_Statistical_Area",412
31000US22700,"Fort Dodge, IA","http://en.wikipedia.org/wiki/Fort_Dodge,_IA_Micropolitan_Statistical_Area",
31000US35980,"Norwich-New London, CT","http://en.wikipedia.org/wiki/Norwich-New_London,_CT_Metropolitan_Statistical_Area",278
31000US33860,"Montgomery, AL","http://en.wikipedia.org/wiki/Montgomery,_AL_Metropolitan_Statistical_Area",
31000US18060,"Columbus, MS","http://en.wikipedia.org/wiki/Columbus,_MS_Micropolitan_Statistical_Area",
31000US17460,"Cleveland-Elyria, OH","http://en.wikipedia.org/wiki/Cleveland-Elyria,_OH_Metropolitan_Statistical_Area",184
31000US32000,"Marion, NC","http://en.wikipedia.org/wiki/Marion,_NC_Micropolitan_Statistical_Area",280
31000US26140,"Homosassa Springs, FL","http://en.wikipedia.org/wiki/Homosassa_Springs,_FL_Metropolitan_Statistical_Area",
31000US42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA","http://en.wikipedia.org/wiki/San_Luis_Obispo-Paso_Robles-Arroyo_Grande,_CA_Metropolitan_Statistical_Area",
31000US20220,"Dubuque, IA","http://en.wikipedia.org/wiki/Dubuque,_IA_Metropolitan_Statistical_Area",
31000US42340,"Savannah, GA","http://en.wikipedia.org/wiki/Savannah,_GA_Metropolitan_Statistical_Area",496
31000US14720,"Breckenridge, CO","http://en.wikipedia.org/wiki/Breckenridge,_CO_Micropolitan_Statistical_Area",
31000US38620,"Ponca City, OK","http://en.wikipedia.org/wiki/Ponca_City,_OK_Micropolitan_Statistical_Area",
31000US45340,"Taos, NM","http://en.wikipedia.org/wiki/Taos,_NM_Micropolitan_Statistical_Area",
31000US40740,"Roswell, NM","http://en.wikipedia.org/wiki/Roswell,_NM_Micropolitan_Statistical_Area",
31000US43900,"Spartanburg, SC","http://en.wikipedia.org/wiki/Spartanburg,_SC_Metropolitan_Statistical_Area",273
31000US17300,"Clarksville, TN-KY","http://en.wikipedia.org/wiki/Clarksville,_TN-KY_Metropolitan_Statistical_Area",
31000US29380,"Lake City, FL","http://en.wikipedia.org/wiki/Lake_City,_FL_Micropolitan_Statistical_Area",264
31000US10900,"Allentown-Bethlehem-Easton, PA-NJ","http://en.wikipedia.org/wiki/Allentown-Bethlehem-Easton,_PA-NJ_Metropolitan_Statistical_Area",408
31000US26380,"Houma-Thibodaux, LA","http://en.wikipedia.org/wiki/Houma-Thibodaux,_LA_Metropolitan_Statistical_Area",
31000US18740,"Coshocton, OH","http://en.wikipedia.org/wiki/Coshocton,_OH_Micropolitan_Statistical_Area",
31000US26220,"Hood River, OR","http://en.wikipedia.org/wiki/Hood_River,_OR_Micropolitan_Statistical_Area",
31000US29020,"Kokomo, IN","http://en.wikipedia.org/wiki/Kokomo,_IN_Metropolitan_Statistical_Area",316
31000US37120,"Ozark, AL","http://en.wikipedia.org/wiki/Ozark,_AL_Micropolitan_Statistical_Area",222
31000US42860,"Seneca, SC","http://en.wikipedia.org/wiki/Seneca,_SC_Micropolitan_Statistical_Area",273
31000US34380,"Mount Pleasant, MI","http://en.wikipedia.org/wiki/Mount_Pleasant,_MI_Micropolitan_Statistical_Area",394
31000US33420,"Mineral Wells, TX","http://en.wikipedia.org/wiki/Mineral_Wells,_TX_Micropolitan_Statistical_Area",206
31000US35060,"Natchitoches, LA","http://en.wikipedia.org/wiki/Natchitoches,_LA_Micropolitan_Statistical_Area",
31000US28380,"Kennett, MO","http://en.wikipedia.org/wiki/Kennett,_MO_Micropolitan_Statistical_Area",
31000US10300,"Adrian, MI","http://en.wikipedia.org/wiki/Adrian,_MI_Micropolitan_Statistical_Area",220
31000US38420,"Platteville, WI","http://en.wikipedia.org/wiki/Platteville,_WI_Micropolitan_Statistical_Area",
31000US36220,"Odessa, TX","http://en.wikipedia.org/wiki/Odessa,_TX_Metropolitan_Statistical_Area",372
31000US25540,"Hartford-West Hartford-East Hartford, CT","http://en.wikipedia.org/wiki/Hartford-West_Hartford-East_Hartford,_CT_Metropolitan_Statistical_Area",278
31000US31660,"Malone, NY","http://en.wikipedia.org/wiki/Malone,_NY_Micropolitan_Statistical_Area",
31000US45820,"Topeka, KS","http://en.wikipedia.org/wiki/Topeka,_KS_Metropolitan_Statistical_Area",
31000US38580,"Point Pleasant, WV-OH","http://en.wikipedia.org/wiki/Point_Pleasant,_WV-OH_Micropolitan_Statistical_Area",
31000US25220,"Hammond, LA","http://en.wikipedia.org/wiki/Hammond,_LA_Metropolitan_Statistical_Area",406
31000US28700,"Kingsport-Bristol-Bristol, TN-VA","http://en.wikipedia.org/wiki/Kingsport-Bristol-Bristol,_TN-VA_Metropolitan_Statistical_Area",304
31000US46300,"Twin Falls, ID","http://en.wikipedia.org/wiki/Twin_Falls,_ID_Micropolitan_Statistical_Area",
31000US48660,"Wichita Falls, TX","http://en.wikipedia.org/wiki/Wichita_Falls,_TX_Metropolitan_Statistical_Area",
31000US26740,"Hutchinson, KS","http://en.wikipedia.org/wiki/Hutchinson,_KS_Micropolitan_Statistical_Area",
31000US26660,"Huntsville, TX","http://en.wikipedia.org/wiki/Huntsville,_TX_Micropolitan_Statistical_Area",288
31000US36300,"Ogdensburg-Massena, NY","http://en.wikipedia.org/wiki/Ogdensburg-Massena,_NY_Micropolitan_Statistical_Area",
31000US10140,"Aberdeen, WA","http://en.wikipedia.org/wiki/Aberdeen,_WA_Micropolitan_Statistical_Area",
31000US25980,"Hinesville, GA","http://en.wikipedia.org/wiki/Hinesville,_GA_Metropolitan_Statistical_Area",496
31000US39300,"Providence-Warwick, RI-MA","http://en.wikipedia.org/wiki/Providence-Warwick,_RI-MA_Metropolitan_Statistical_Area",148
31000US30060,"Lebanon, MO","http://en.wikipedia.org/wiki/Lebanon,_MO_Micropolitan_Statistical_Area",
31000US11620,"Ardmore, OK","http://en.wikipedia.org/wiki/Ardmore,_OK_Micropolitan_Statistical_Area",
31000US34420,"Mount Pleasant, TX","http://en.wikipedia.org/wiki/Mount_Pleasant,_TX_Micropolitan_Statistical_Area",
31000US10620,"Albemarle, NC","http://en.wikipedia.org/wiki/Albemarle,_NC_Micropolitan_Statistical_Area",172
31000US25860,"Hickory-Lenoir-Morganton, NC","http://en.wikipedia.org/wiki/Hickory-Lenoir-Morganton,_NC_Metropolitan_Statistical_Area",280
31000US34580,"Mount Vernon-Anacortes, WA","http://en.wikipedia.org/wiki/Mount_Vernon-Anacortes,_WA_Metropolitan_Statistical_Area",500
31000US14020,"Bloomington, IN","http://en.wikipedia.org/wiki/Bloomington,_IN_Metropolitan_Statistical_Area",144
31000US20940,"El Centro, CA","http://en.wikipedia.org/wiki/El_Centro,_CA_Metropolitan_Statistical_Area",
31000US40100,"Rio Grande City, TX","http://en.wikipedia.org/wiki/Rio_Grande_City,_TX_Micropolitan_Statistical_Area",365
31000US36940,"Owatonna, MN","http://en.wikipedia.org/wiki/Owatonna,_MN_Micropolitan_Statistical_Area",
31000US32460,"Mayfield, KY","http://en.wikipedia.org/wiki/Mayfield,_KY_Micropolitan_Statistical_Area",424
31000US47540,"Wapakoneta, OH","http://en.wikipedia.org/wiki/Wapakoneta,_OH_Micropolitan_Statistical_Area",338
31000US22800,"Fort Madison-Keokuk, IA-IL-MO","http://en.wikipedia.org/wiki/Fort_Madison-Keokuk,_IA-IL-MO_Micropolitan_Statistical_Area",
31000US21300,"Elmira, NY","http://en.wikipedia.org/wiki/Elmira,_NY_Metropolitan_Statistical_Area",236
31000US37780,"Pecos, TX","http://en.wikipedia.org/wiki/Pecos,_TX_Micropolitan_Statistical_Area",
31000US48460,"West Plains, MO","http://en.wikipedia.org/wiki/West_Plains,_MO_Micropolitan_Statistical_Area",
31000US49700,"Yuba City, CA","http://en.wikipedia.org/wiki/Yuba_City,_CA_Metropolitan_Statistical_Area",472
31000US24740,"Greenville, MS","http://en.wikipedia.org/wiki/Greenville,_MS_Micropolitan_Statistical_Area",
31000US36540,"Omaha-Council Bluffs, NE-IA","http://en.wikipedia.org/wiki/Omaha-Council_Bluffs,_NE-IA_Metropolitan_Statistical_Area",420
31000US19100,"Dallas-Fort Worth-Arlington, TX","http://en.wikipedia.org/wiki/Dallas-Fort_Worth-Arlington,_TX_Metropolitan_Statistical_Area",206
31000US30940,"London, KY","http://en.wikipedia.org/wiki/London,_KY_Micropolitan_Statistical_Area",
31000US31580,"Madisonville, KY","http://en.wikipedia.org/wiki/Madisonville,_KY_Micropolitan_Statistical_Area",
31000US39980,"Richmond, IN","http://en.wikipedia.org/wiki/Richmond,_IN_Micropolitan_Statistical_Area",458
31000US37540,"Paris, TN","http://en.wikipedia.org/wiki/Paris,_TN_Micropolitan_Statistical_Area",
31000US31180,"Lubbock, TX","http://en.wikipedia.org/wiki/Lubbock,_TX_Metropolitan_Statistical_Area",352
31000US36830,"Othello, WA","http://en.wikipedia.org/wiki/Othello,_WA_Micropolitan_Statistical_Area",393
31000US35740,"Norfolk, NE","http://en.wikipedia.org/wiki/Norfolk,_NE_Micropolitan_Statistical_Area",
31000US47080,"Vidalia, GA","http://en.wikipedia.org/wiki/Vidalia,_GA_Micropolitan_Statistical_Area",
31000US24580,"Green Bay, WI","http://en.wikipedia.org/wiki/Green_Bay,_WI_Metropolitan_Statistical_Area",267
31000US30340,"Lewiston-Auburn, ME","http://en.wikipedia.org/wiki/Lewiston-Auburn,_ME_Metropolitan_Statistical_Area",438
31000US24420,"Grants Pass, OR","http://en.wikipedia.org/wiki/Grants_Pass,_OR_Metropolitan_Statistical_Area",366
31000US31380,"Macomb, IL","http://en.wikipedia.org/wiki/Macomb,_IL_Micropolitan_Statistical_Area",
31000US27860,"Jonesboro, AR","http://en.wikipedia.org/wiki/Jonesboro,_AR_Metropolitan_Statistical_Area",308
31000US26960,"Ionia, MI","http://en.wikipedia.org/wiki/Ionia,_MI_Micropolitan_Statistical_Area",266
31000US47020,"Victoria, TX","http://en.wikipedia.org/wiki/Victoria,_TX_Metropolitan_Statistical_Area",544
31000US45000,"Susanville, CA","http://en.wikipedia.org/wiki/Susanville,_CA_Micropolitan_Statistical_Area",
31000US15700,"Cambridge, MD","http://en.wikipedia.org/wiki/Cambridge,_MD_Micropolitan_Statistical_Area",548
31000US44020,"Spirit Lake, IA","http://en.wikipedia.org/wiki/Spirit_Lake,_IA_Micropolitan_Statistical_Area",
31000US33340,"Milwaukee-Waukesha-West Allis, WI","http://en.wikipedia.org/wiki/Milwaukee-Waukesha-West_Allis,_WI_Metropolitan_Statistical_Area",376
31000US16500,"Centralia, WA","http://en.wikipedia.org/wiki/Centralia,_WA_Micropolitan_Statistical_Area",500
31000US31940,"Marinette, WI-MI","http://en.wikipedia.org/wiki/Marinette,_WI-MI_Micropolitan_Statistical_Area",
31000US29980,"Lawrenceburg, TN","http://en.wikipedia.org/wiki/Lawrenceburg,_TN_Micropolitan_Statistical_Area",400
31000US23340,"Fremont, NE","http://en.wikipedia.org/wiki/Fremont,_NE_Micropolitan_Statistical_Area",420
31000US20540,"Dyersburg, TN","http://en.wikipedia.org/wiki/Dyersburg,_TN_Micropolitan_Statistical_Area",
31000US20460,"Durant, OK","http://en.wikipedia.org/wiki/Durant,_OK_Micropolitan_Statistical_Area",206
31000US23420,"Fresno, CA","http://en.wikipedia.org/wiki/Fresno,_CA_Metropolitan_Statistical_Area",260
31000US22520,"Florence-Muscle Shoals, AL","http://en.wikipedia.org/wiki/Florence-Muscle_Shoals,_AL_Metropolitan_Statistical_Area",
31000US34940,"Naples-Immokalee-Marco Island, FL","http://en.wikipedia.org/wiki/Naples-Immokalee-Marco_Island,_FL_Metropolitan_Statistical_Area",162
31000US25880,"Hillsdale, MI","http://en.wikipedia.org/wiki/Hillsdale,_MI_Micropolitan_Statistical_Area",
31000US37300,"Palestine, TX","http://en.wikipedia.org/wiki/Palestine,_TX_Micropolitan_Statistical_Area",
31000US21420,"Enid, OK","http://en.wikipedia.org/wiki/Enid,_OK_Micropolitan_Statistical_Area",
31000US13060,"Bay City, TX","http://en.wikipedia.org/wiki/Bay_City,_TX_Micropolitan_Statistical_Area",288
31000US21540,"Escanaba, MI","http://en.wikipedia.org/wiki/Escanaba,_MI_Micropolitan_Statistical_Area",
31000US37260,"Palatka, FL","http://en.wikipedia.org/wiki/Palatka,_FL_Micropolitan_Statistical_Area",300
31000US19420,"Dayton, TN","http://en.wikipedia.org/wiki/Dayton,_TN_Micropolitan_Statistical_Area",174
31000US15100,"Brookings, SD","http://en.wikipedia.org/wiki/Brookings,_SD_Micropolitan_Statistical_Area",
31000US16020,"Cape Girardeau, MO-IL","http://en.wikipedia.org/wiki/Cape_Girardeau,_MO-IL_Metropolitan_Statistical_Area",164
31000US45500,"Texarkana, TX-AR","http://en.wikipedia.org/wiki/Texarkana,_TX-AR_Metropolitan_Statistical_Area",
31000US13100,"Beatrice, NE","http://en.wikipedia.org/wiki/Beatrice,_NE_Micropolitan_Statistical_Area",339
31000US37060,"Oxford, MS","http://en.wikipedia.org/wiki/Oxford,_MS_Micropolitan_Statistical_Area",
31000US30580,"Liberal, KS","http://en.wikipedia.org/wiki/Liberal,_KS_Micropolitan_Statistical_Area",
31000US18300,"Coos Bay, OR","http://en.wikipedia.org/wiki/Coos_Bay,_OR_Micropolitan_Statistical_Area",
31000US30620,"Lima, OH","http://en.wikipedia.org/wiki/Lima,_OH_Metropolitan_Statistical_Area",338
31000US34260,"Mountain Home, AR","http://en.wikipedia.org/wiki/Mountain_Home,_AR_Micropolitan_Statistical_Area",
31000US45300,"Tampa-St. Petersburg-Clearwater, FL","http://en.wikipedia.org/wiki/Tampa-St._Petersburg-Clearwater,_FL_Metropolitan_Statistical_Area",
31000US29180,"Lafayette, LA","http://en.wikipedia.org/wiki/Lafayette,_LA_Metropolitan_Statistical_Area",318
31000US22060,"Faribault-Northfield, MN","http://en.wikipedia.org/wiki/Faribault-Northfield,_MN_Micropolitan_Statistical_Area",378
31000US31930,"Marietta, OH","http://en.wikipedia.org/wiki/Marietta,_OH_Micropolitan_Statistical_Area",425
31000US20260,"Duluth, MN-WI","http://en.wikipedia.org/wiki/Duluth,_MN-WI_Metropolitan_Statistical_Area",
31000US43940,"Spearfish, SD","http://en.wikipedia.org/wiki/Spearfish,_SD_Micropolitan_Statistical_Area",452
31000US40080,"Richmond-Berea, KY","http://en.wikipedia.org/wiki/Richmond-Berea,_KY_Micropolitan_Statistical_Area",336
31000US38180,"Pierre, SD","http://en.wikipedia.org/wiki/Pierre,_SD_Micropolitan_Statistical_Area",
31000US12680,"Bardstown, KY","http://en.wikipedia.org/wiki/Bardstown,_KY_Micropolitan_Statistical_Area",350
31000US49220,"Wisconsin Rapids-Marshfield, WI","http://en.wikipedia.org/wiki/Wisconsin_Rapids-Marshfield,_WI_Micropolitan_Statistical_Area",554
31000US23900,"Gettysburg, PA","http://en.wikipedia.org/wiki/Gettysburg,_PA_Metropolitan_Statistical_Area",276
31000US20060,"Douglas, GA","http://en.wikipedia.org/wiki/Douglas,_GA_Micropolitan_Statistical_Area",
31000US32140,"Marshall, MN","http://en.wikipedia.org/wiki/Marshall,_MN_Micropolitan_Statistical_Area",
31000US37460,"Panama City, FL","http://en.wikipedia.org/wiki/Panama_City,_FL_Metropolitan_Statistical_Area",
31000US20300,"Dumas, TX","http://en.wikipedia.org/wiki/Dumas,_TX_Micropolitan_Statistical_Area",
31000US38740,"Poplar Bluff, MO","http://en.wikipedia.org/wiki/Poplar_Bluff,_MO_Micropolitan_Statistical_Area",
31000US18620,"Corsicana, TX","http://en.wikipedia.org/wiki/Corsicana,_TX_Micropolitan_Statistical_Area",206
31000US25760,"Helena-West Helena, AR","http://en.wikipedia.org/wiki/Helena-West_Helena,_AR_Micropolitan_Statistical_Area",
31000US37940,"Peru, IN","http://en.wikipedia.org/wiki/Peru,_IN_Micropolitan_Statistical_Area",316
